Run,Event,type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
166784,51039082,G,23.9110,-16.8924,7.1682,-15.3294,18.3504,-0.7601,2.7403,1,G,14.6447,-11.4521,5.2818,-7.4436,12.6114,-0.5604,2.7094,-1,3.0855
165617,127776902,G,12.9138,-3.0777,-5.6305,-11.2062,6.4168,-1.3241,-2.0710,-1,G,11.2154,4.4852,6.9727,7.5524,8.2907,0.8170,0.9992,1,23.7715
160957,82856804,G,23.5036,0.0408,-4.6187,-23.0450,4.6189,-2.3103,-1.5620,1,G,13.2608,2.7880,-3.0206,-12.6071,4.1106,-1.8394,-0.8254,-1,3.7656
166701,682067520,G,14.5338,-5.3961,1.4036,13.4213,5.5757,1.6122,2.8871,-1,G,8.1534,7.3333,-1.5372,-3.2135,7.4926,-0.4167,-0.2066,1,20.1677
166895,95627556,G,25.5989,4.5482,-7.5762,24.0251,8.8365,1.7256,-1.0301,-1,G,11.3532,-6.5783,8.8877,2.5726,10.8287,0.2306,2.2081,1,25.5377
163233,8138891,G,12.9780,4.9673,4.0557,-11.2825,6.4127,-1.3305,0.6847,-1,G,9.0237,-4.9281,-5.8090,4.8358,7.6178,0.5984,-2.2743,1,20.9629
163589,28234294,G,37.3641,-28.5253,-22.2260,9.4011,36.1619,0.2571,-2.4797,-1,G,39.7614,34.0137,19.8105,5.6188,39.3623,0.1423,0.5274,1,75.4108
166895,427532052,G,8.1321,-6.2252,-4.6772,-2.3431,7.7865,-0.2965,-2.4972,-1,G,5.8067,5.0533,1.9602,-2.0805,5.4201,-0.3750,0.3700,1,12.8827
166784,73482723,G,9.0814,-3.7378,2.3100,-7.9470,4.3940,-1.3546,2.5880,1,G,9.8618,4.2125,-3.6585,8.1311,5.5794,1.1709,-0.7151,-1,18.8883
163340,7518314,G,8.2149,1.3555,1.5932,-7.9434,2.0918,-2.0444,0.8658,1,T,21.0146,6.6297,0.2185,-19.9400,6.6333,-1.8204,0.0329,-1,3.1363
160957,112110307,G,10.7586,3.7771,6.0399,8.0617,7.1236,0.9715,1.0119,1,G,8.1468,1.9183,6.5241,4.4849,6.8003,0.6192,1.2848,-1,3.1153
166033,450530233,G,9.0988,-0.5473,4.0886,-8.1094,4.1251,-1.4283,1.7039,-1,G,8.7421,1.4484,-5.9666,6.2221,6.1399,0.8908,-1.3327,1,17.6182
166895,135154656,G,7.3589,-5.8494,-2.6855,3.5657,6.4364,0.5290,-2.7112,1,G,6.4787,5.8562,1.5150,2.3178,6.0490,0.3744,0.2531,-1,12.4697
165617,158150320,G,7.8987,3.8381,2.4385,-6.4577,4.5472,-1.1496,0.5660,-1,G,5.8895,-3.0224,-3.1943,3.9161,4.3975,0.8018,-2.3285,1,13.5062
166701,691428795,G,17.7485,5.0539,2.3297,-16.8532,5.5651,-1.8274,0.4319,-1,G,4.7796,-3.9520,-2.6361,-0.5160,4.7505,-0.1084,-2.5533,1,14.3010
160957,35700589,G,18.0477,3.3860,-0.7139,-17.7125,3.4605,-2.3354,-0.2078,-1,G,9.7787,0.3366,3.0029,9.2995,3.0217,1.8427,1.4592,1,26.1617
173692,559600243,G,14.4279,-0.6046,3.5811,13.9630,3.6318,2.0563,1.7381,-1,G,9.9180,-2.3571,-1.5426,9.5090,2.8170,1.9309,-2.5621,1,5.3728
160957,50340451,G,6.5064,-4.0374,3.3372,3.8581,5.2381,0.6823,2.4509,-1,G,4.2150,-2.6434,3.2755,0.1968,4.2091,0.0467,2.2498,1,3.1854
173692,552720673,G,18.5033,7.4041,-16.4789,3.9984,18.0658,0.2196,-1.1485,-1,G,21.3685,-12.9635,12.3166,11.6983,17.8816,0.6147,2.3818,1,35.9881
166033,459182523,G,5.9297,-4.0893,-3.9688,-1.6359,5.6986,-0.2833,-2.3711,1,G,4.8971,3.3243,2.8090,2.2426,4.3522,0.4948,0.7016,-1,10.7202
160957,140230992,G,16.5879,-3.8899,0.5954,-16.1140,3.9352,-2.1175,2.9897,1,G,16.1634,4.3118,4.2871,-14.9757,6.0804,-1.6334,0.7825,-1,9.0586
167807,1166862520,G,8.7107,4.3851,3.1256,-6.8459,5.3850,-1.0608,0.6193,1,G,8.8217,-6.6801,-2.4385,5.2193,7.1113,0.6803,-2.7916,-1,17.2916
173430,211645504,G,25.7747,-12.0774,0.7282,-22.7581,12.0993,-1.3891,3.0814,-1,T,11.2256,10.7535,0.6028,3.1624,10.7704,0.2896,0.0560,1,31.3290
165617,90500220,G,16.8358,6.7204,3.4613,15.0428,7.5594,1.4391,0.4756,1,G,11.1957,4.0347,-6.2800,8.3436,7.4644,0.9623,-0.9997,-1,10.7341
166895,336858490,G,7.3049,4.7090,0.1537,-5.5814,4.7115,-1.0061,0.0326,1,G,6.0977,-5.1002,0.2798,3.3288,5.1079,0.6126,3.0868,-1,13.1990
166895,423259908,G,17.5349,1.6085,6.5440,16.1879,6.7388,1.6103,1.3298,-1,G,5.5847,-0.2539,-5.1769,-2.0767,5.1832,-0.3906,-1.6198,1,18.2121
167807,1170929282,G,9.4241,-2.3744,-0.5263,9.1042,2.4321,2.0305,-2.9235,-1,G,18.2993,-1.7776,-4.2952,17.6987,4.6485,2.0469,-1.9632,1,3.1146
160957,77453235,G,12.3110,8.3258,-4.3372,-7.9636,9.3878,-0.7699,-0.4803,-1,G,6.7764,6.4721,1.6492,-1.1405,6.6789,-0.1699,0.2495,1,7.4324
166784,35086066,G,8.1912,3.0692,-1.2954,7.4824,3.3314,1.5485,-0.3994,-1,G,9.0961,-7.5827,2.3428,4.4432,7.9364,0.5341,2.8419,1,11.6259
166784,75590409,G,12.2904,4.3461,-2.3422,-11.2547,4.9371,-1.5621,-0.4943,-1,G,14.0380,-5.2519,1.4732,-12.9345,5.4546,-1.5983,2.8681,1,10.3195
166784,73172067,G,7.5868,-0.0134,3.7373,-6.6016,3.7373,-1.3340,1.5744,1,G,6.5384,2.3266,2.1074,5.7346,3.1391,1.3634,0.7360,-1,12.6198
173692,580584434,G,10.0592,-1.2049,-6.8241,-7.2909,6.9296,-0.9178,-1.7456,-1,G,12.2210,3.1957,11.5111,2.5736,11.9465,0.2138,1.3000,1,21.1713
173692,755835703,G,11.0060,-5.9758,-1.9494,-9.0338,6.2857,-1.1594,-2.8263,-1,G,6.7989,5.4160,3.2713,2.4859,6.3273,0.3834,0.5434,1,16.4948
173692,615988818,G,19.6238,-10.2999,-1.7553,-16.6106,10.4484,-1.2435,-2.9728,1,G,9.8078,7.4299,0.6420,-6.3692,7.4576,-0.7743,0.0862,-1,18.1293
165548,594381803,G,9.2946,3.7811,-5.8795,-6.1248,6.9832,-0.7910,-0.9991,-1,G,14.4421,-9.0646,10.9218,-2.6661,14.1934,-0.1868,2.2635,1,20.8040
166784,29528453,G,14.2994,-11.0475,-8.7993,2.2333,14.1235,0.1575,-2.4690,1,G,10.2661,6.9560,7.5248,-0.6106,10.2474,-0.0595,0.8247,-1,24.1344
173692,573140168,G,29.8303,11.0259,-2.8961,27.5659,11.3999,1.6164,-0.2569,1,T,21.0803,6.1693,-4.0491,19.7462,7.3795,1.7106,-0.5808,-1,3.0896
166784,20557419,G,63.6035,-9.4665,24.6877,57.8472,26.4405,1.5246,1.9370,1,G,65.7691,2.5823,-58.4380,30.0648,58.4950,0.4937,-1.5266,-1,88.4436
160957,155604234,G,9.2070,0.8249,4.6038,-7.9298,4.6771,-1.2985,1.3935,-1,G,25.6610,19.7065,-4.9465,15.6737,20.3178,0.7102,-0.2459,1,27.0953
166033,490070631,G,15.8438,-12.4894,-9.2379,3.1133,15.5346,0.1991,-2.5047,-1,G,19.3946,15.5290,11.5981,0.6905,19.3821,0.0356,0.6415,1,34.8206
160957,200155783,G,47.1868,43.9869,16.9156,2.3658,47.1274,0.0502,0.3671,1,G,47.9330,-41.9338,-3.1831,-22.9996,42.0545,-0.5228,-3.0658,-1,91.8109
160957,121392724,G,33.6461,-8.9759,1.7990,-32.3766,9.1544,-1.9758,2.9438,-1,G,39.8418,-3.9583,7.8358,-38.8625,8.7788,-2.1934,2.0386,1,8.0835
160957,28359653,G,6.8288,-6.6420,-1.1396,-1.0988,6.7390,-0.1623,-2.9717,-1,G,4.6500,4.0851,-0.6251,-2.1290,4.1327,-0.4947,-0.1518,1,10.5685
166895,57827228,G,7.4007,-1.0289,-1.0681,-7.2498,1.4830,-2.2904,-2.3375,-1,T,6.9321,-0.4949,-2.1450,-6.5724,2.2013,-1.8139,-1.7975,1,1.3149
167807,1095716847,G,148.1170,-15.2455,32.2753,-143.7510,35.6948,-2.1013,2.0121,-1,G,42.4099,8.7535,-33.0186,-25.1344,34.1592,-0.6817,-1.3116,1,87.9507
173692,593528187,G,165.6530,7.0207,31.4838,-162.4810,32.2571,-2.3197,1.3514,-1,G,31.0234,-16.2029,-23.7992,-11.5545,28.7912,-0.3913,-2.1685,1,90.8269
165548,774435969,G,15.7123,5.2030,-2.2094,14.6599,5.6527,1.6814,-0.4016,-1,G,6.3296,-3.5711,2.0844,4.7911,4.1349,0.9892,2.6133,1,10.2384
167807,1074339071,G,42.3624,-7.1235,-13.6629,39.4607,15.4084,1.6696,-2.0514,1,G,22.7387,10.6826,2.1503,19.9573,10.8969,1.3656,0.1986,-1,23.7160
163589,9597129,G,14.1399,4.4796,-5.2740,-12.3305,6.9197,-1.3416,-0.8667,1,G,8.0859,-0.5121,7.4920,-2.9964,7.5094,-0.3891,1.6390,-1,15.4404
160957,139095627,G,33.4426,9.9619,28.4394,-14.5038,30.1337,-0.4644,1.2339,1,G,10.1414,3.0920,8.8212,-3.9324,9.3474,-0.4092,1.2337,-1,0.9607
160957,56731296,G,22.9345,-16.3467,-13.4996,8.7479,21.2003,0.4017,-2.4513,-1,G,11.4589,8.4904,5.7166,-5.1508,10.2355,-0.4841,0.5926,1,32.3678
166784,68008372,G,10.0286,-7.9927,-3.6228,4.8533,8.7442,0.5282,-2.7160,1,G,8.7164,7.8659,2.7931,2.5078,8.3471,0.2961,0.3412,-1,17.2187
166895,172496723,G,18.5039,-4.4653,0.1520,17.9561,4.4679,2.0993,3.1075,-1,G,6.1687,5.8268,-1.9530,-0.5250,6.1454,-0.0853,-0.3234,1,17.3147
165548,773557533,G,11.5153,1.0352,-4.4420,-10.5729,4.5610,-1.5775,-1.3418,1,G,20.3267,-3.7627,6.6305,-18.8426,7.6237,-1.6366,2.0870,-1,11.6794
166895,92629066,G,6.2515,-1.4533,2.8714,-5.3585,3.2182,-1.2830,2.0393,1,G,6.0010,2.5896,0.3960,5.3979,2.6197,1.4704,0.1517,-1,11.7540
166895,108444827,G,7.7936,4.1039,-2.1602,6.2627,4.6377,1.1088,-0.4845,1,G,5.1403,-3.4057,2.4721,2.9499,4.2083,0.6535,2.5137,-1,9.0460
160957,58616330,G,17.6344,2.5653,2.1801,17.3097,3.3665,2.3399,0.7044,1,G,12.7591,-3.0618,-2.2941,12.1716,3.8259,1.8743,-2.4985,-1,7.3729
165617,124307008,G,11.9043,-1.2052,-7.1666,-9.4280,7.2672,-1.0768,-1.7374,-1,G,9.2664,-1.1201,-5.6595,-7.2506,5.7693,-1.0518,-1.7662,1,0.3261
160957,47905557,G,38.2189,0.2525,-8.4324,-37.2760,8.4362,-2.1915,-1.5409,-1,G,14.2474,1.4195,5.3793,-13.1159,5.5635,-1.5930,1.3128,1,14.1865
166033,474335631,G,11.1519,-2.5451,8.7285,-6.4567,9.0920,-0.6610,1.8545,1,G,18.6310,-7.0522,11.7622,-12.6104,13.7143,-0.8233,2.1109,-1,3.3900
166895,104125039,G,6.6930,-0.3953,-4.0164,5.3383,4.0358,1.0922,-1.6689,-1,T,5.3349,-0.7735,0.6375,-5.2388,1.0024,-2.3559,2.4522,1,11.4838
163589,50911815,G,3.8209,-3.2695,1.4837,-1.3025,3.5904,-0.3552,2.7156,-1,G,6.5157,4.3935,-4.6491,-1.2352,6.3967,-0.1919,-0.8137,1,9.4404
165617,139772943,G,17.8907,-11.1117,-0.1235,-14.0207,11.1124,-1.0549,-3.1305,-1,G,83.9954,-42.6916,-15.4634,-70.6649,45.4059,-1.2256,-2.7941,1,8.4484
165548,577621617,G,30.6428,-3.5170,8.0326,-29.3611,8.7688,-1.9232,1.9835,-1,G,23.1192,-5.0534,7.0602,-21.4267,8.6823,-1.6352,2.1920,1,3.1147
167807,1078854275,G,6.6661,3.0916,-5.4849,-2.1871,6.2962,-0.3407,-1.0575,-1,G,7.0773,-3.1973,4.2467,-4.6712,5.3157,-0.7930,2.2161,1,11.8449
160957,128888965,G,7.7620,-0.5292,4.5159,-6.2900,4.5468,-1.1283,1.6874,-1,G,5.8688,-0.7468,-5.1454,-2.7201,5.1993,-0.5018,-1.7149,1,10.1287
160957,12818780,G,8.9998,-8.3668,-2.3464,-2.3404,8.6896,-0.2662,-2.8682,1,T,5.7592,-4.4787,2.5263,-2.5916,5.1421,-0.4848,2.6280,-1,5.3354
165617,99397808,G,13.0005,4.4069,-3.4619,11.7302,5.6040,1.4846,-0.6659,-1,G,6.2334,-4.9403,2.5896,2.7804,5.5779,0.4798,2.6588,1,12.5833
166033,482820455,G,11.0261,-0.9779,-3.1942,10.5073,3.3405,1.8635,-1.8679,-1,T,7.3707,-3.9255,0.3051,6.2300,3.9373,1.2396,3.0640,1,5.0903
160957,186769718,G,20.1921,4.0542,-10.4913,16.7691,11.2474,1.1897,-1.2020,-1,G,4.7905,-2.5119,3.8680,-1.2909,4.5922,-0.2764,2.1469,1,18.3930
166033,441192697,G,13.1958,1.4303,12.9918,1.8130,13.0703,0.1383,1.4611,1,G,15.0970,2.2714,14.8948,-0.9460,15.0670,-0.0627,1.4195,-1,2.8933
160957,146600058,G,9.7725,1.4512,-2.8479,-9.2344,3.1963,-1.7828,-1.0995,-1,G,6.1240,0.5760,3.0379,-5.2851,3.0920,-1.3055,1.3834,1,6.1432
167807,1105483522,G,11.7660,0.8465,6.8984,-9.4933,6.9501,-1.1180,1.4487,1,G,5.8304,0.3124,-5.2807,2.4492,5.2899,0.4479,-1.5117,-1,16.0017
166895,110933834,G,17.1475,-7.2963,3.3333,-15.1551,5.7616,-1.3923,2.7239,1,G,8.1183,2.4779,-2.2827,-7.3854,3.3691,-1.5264,-0.7444,-1,10.2937
166784,17320247,G,12.9326,8.8304,5.3596,7.7807,10.3568,0.6958,0.5455,1,G,16.1099,12.6964,4.0452,9.0530,13.3252,0.6357,0.3084,-1,2.8707
163589,45031871,G,65.1561,-11.7403,32.2621,-55.3772,34.3319,-1.2558,1.9198,1,G,40.6410,15.8227,-37.1919,4.2531,40.4177,0.1050,-1.1686,-1,92.4034
166784,60666632,G,133.5390,13.5911,36.5194,-127.7270,38.9664,-1.9028,1.2145,1,G,45.3687,-5.9220,-38.4792,-23.2935,38.9323,-0.5674,-1.7235,-1,95.5930
160957,182316025,G,53.1090,8.5567,5.0583,-52.1704,9.9400,-2.3601,0.5339,1,G,7.5046,-6.2712,1.6093,3.7936,6.4744,0.5567,2.8904,-1,35.8331
165548,575098614,G,13.0520,1.8391,-2.9774,12.5736,3.4996,1.9909,-1.0175,1,G,9.5092,0.6239,3.1310,8.9567,3.1926,1.7551,1.3741,-1,6.2742
166033,453035374,G,49.6523,-19.7094,-20.9460,40.4741,28.7610,1.1422,-2.3258,1,T,4.4622,-1.8348,-1.8654,3.6131,2.6165,1.1268,-2.3479,-1,0.4498
160957,129817308,G,17.0885,1.9319,3.2349,16.6676,3.7679,2.1926,1.0324,-1,G,11.5866,-6.3932,-9.4497,-2.0172,11.4092,-0.1759,-2.1656,1,23.4329
166895,137234011,G,10.2792,-9.7101,-1.8191,-2.8382,9.8790,-0.2835,-2.9564,1,G,16.0988,14.1187,-0.9972,-7.6699,14.1539,-0.5184,-0.0705,-1,23.6222
160957,72994471,G,8.8059,-5.1967,-4.7981,5.2446,7.0452,0.6863,-2.3960,1,G,6.6375,4.2036,4.8177,-1.7791,6.3438,-0.2748,0.8532,-1,15.0168
165548,250565006,G,13.8934,4.3562,4.6713,-12.3377,6.3873,-1.4126,0.8203,1,G,7.9210,-2.6320,-5.7398,-4.7810,6.3144,-0.6989,-2.0007,-1,13.3679
172952,1026322973,G,6.9102,2.2162,-5.9496,2.7260,6.3489,0.4172,-1.2142,1,G,9.8524,-4.3000,5.8388,6.6691,7.2513,0.8235,2.2056,-1,13.7245
166784,7990818,G,21.1374,-2.2168,5.0916,20.3946,5.5533,2.0121,1.9814,-1,G,13.3561,2.6727,-3.3089,12.6602,4.2535,1.8110,-0.8914,1,9.6847
163589,19646417,G,9.1834,-5.3667,-2.4419,-7.0399,5.8961,-1.0121,-2.7146,-1,G,8.4617,-5.7104,-4.7233,-4.0830,7.4106,-0.5263,-2.4505,1,3.6864
172411,449884630,G,23.2488,-13.3636,-11.5798,15.0936,17.6827,0.7740,-2.4276,1,G,19.2096,17.1508,8.3749,-2.1695,19.0864,-0.1134,0.4543,-1,40.1381
163589,35247131,G,20.8872,0.9490,-13.5221,-15.8908,13.5554,-0.9981,-1.5007,1,G,9.1320,-0.1883,-6.2762,-6.6299,6.2790,-0.9204,-1.6008,-1,1.1912
160957,65110619,G,54.9990,-8.0008,10.4287,-53.4051,13.1443,-2.1099,2.2252,1,T,8.9777,-0.6196,1.7113,-8.7907,1.8200,-2.2786,1.9182,-1,1.7357
166895,159542324,G,7.5549,-2.0857,3.2388,6.4981,3.8523,1.2941,2.1429,1,G,19.2476,-3.1469,12.7161,14.1017,13.0997,0.9344,1.8134,-1,3.4764
167807,1093002063,G,16.6033,1.9574,-8.0105,-14.4104,8.2462,-1.3247,-1.3311,-1,G,12.9649,-0.8196,6.4573,11.2120,6.5091,1.3122,1.6970,1,29.3316
165548,596402960,G,9.3114,4.8041,-0.9542,-7.9184,4.8979,-1.2578,-0.1961,1,G,7.2340,-6.6802,2.7740,0.0191,7.2332,0.0026,2.7480,-1,14.3010
167807,1161608319,G,7.5563,-5.7357,-4.8361,0.8945,7.5024,0.1190,-2.4411,-1,G,7.7873,-5.0367,-5.7465,1.4970,7.6414,0.1947,-2.2905,1,1.2929
165617,151970338,G,6.0784,3.9535,-4.5738,0.6211,6.0457,0.1025,-0.8580,-1,G,6.2634,-2.4595,5.2758,-2.3101,5.8209,-0.3871,2.0070,1,12.1138
167807,1160313549,G,193.6700,32.0897,-29.7763,188.6570,43.7765,2.1672,-0.7480,1,G,89.9787,-21.2262,38.2584,78.6251,43.7522,1.3490,2.0773,-1,93.9501
163589,1224889,G,12.7620,11.8292,0.3921,-4.7722,11.8357,-0.3930,0.0331,-1,G,11.0285,-8.4891,1.6772,-6.8366,8.6532,-0.7249,2.9465,1,20.3908
165617,157173546,G,5.5522,1.5220,-2.1177,4.9005,2.6079,1.3882,-0.9476,-1,T,5.8968,2.4990,0.7737,5.2837,2.6161,1.4524,0.3002,1,3.0638
166033,441179308,G,8.5071,-5.2677,0.3149,-6.6717,5.2771,-1.0565,3.0819,-1,G,6.8336,4.0508,0.0758,5.5020,4.0515,1.1134,0.0187,1,15.2426
166895,468074766,G,17.2129,-0.9656,4.6971,-16.5311,4.7953,-1.9511,1.7736,-1,G,3.9686,1.1584,-3.6656,0.9798,3.8443,0.2522,-1.2647,1,14.3425
167807,1145713756,G,52.6386,-47.2015,5.3249,22.6820,47.5009,0.4610,3.0293,-1,G,40.7927,40.6779,-2.8428,-1.1223,40.7771,-0.0275,-0.0698,1,90.6414
160957,57181092,G,13.5630,-2.9693,-1.3350,-13.1660,3.2557,-2.1053,-2.7191,-1,G,12.5181,3.3270,-1.3880,-11.9874,3.6049,-1.9166,-0.3952,1,6.3237
166784,61425698,G,13.6880,-3.1670,-10.5760,-8.0913,11.0400,-0.6794,-1.8618,1,G,16.3451,9.3139,11.7300,6.5430,14.9780,0.4240,0.8997,-1,29.3339
167807,1174511696,G,69.7216,-43.1585,-13.8015,52.9901,45.3116,0.9963,-2.8321,-1,G,72.5788,41.9103,25.4011,53.5349,49.0070,0.9452,0.5449,1,93.6254
173692,585439288,G,109.3460,-8.0099,44.0397,99.7637,44.7622,1.5415,1.7507,1,G,66.9273,-26.9711,-37.9290,48.0958,46.5408,0.9048,-2.1889,-1,89.1555
163589,10967924,G,17.4113,-0.0105,6.5662,-16.1254,6.5662,-1.6307,1.5724,1,G,12.5120,-4.1380,9.1918,-7.4113,10.0803,-0.6813,1.9938,-1,8.7125
163589,22472823,G,9.0507,-5.9255,-0.5583,-6.8177,5.9517,-0.9806,-3.0476,-1,G,20.3575,10.2140,-0.2437,17.6077,10.2169,1.3126,-0.0239,1,27.0071
163589,27624060,G,8.2779,-4.2580,0.5782,-7.0744,4.2971,-1.2733,3.0066,1,G,40.5577,8.8832,-0.7943,-39.5648,8.9186,-2.1954,-0.0892,-1,13.7208
165617,153151798,G,13.7833,5.7929,-1.3029,-12.4384,5.9376,-1.4853,-0.2212,-1,G,8.1521,-4.2271,-0.2602,6.9649,4.2351,1.2724,-3.0801,1,21.1260
160957,99615262,G,10.7058,6.5688,8.4246,-0.6915,10.6829,-0.0647,0.9085,-1,G,7.2065,4.2733,5.7924,0.3303,7.1462,0.0460,0.9353,1,1.0208
165617,115850931,G,8.6665,2.9454,-3.1506,-7.5164,4.3130,-1.3223,-0.8191,1,G,8.9829,-4.4703,6.9370,-3.5463,8.2526,-0.4175,2.1432,-1,13.1324
173430,208537646,G,13.2529,4.4777,12.4713,0.2092,13.2508,0.0158,1.2261,-1,G,20.4442,7.6115,18.5113,4.1657,20.0150,0.2067,1.1807,1,3.2070
165617,141333367,G,29.6911,-3.7357,5.3774,-28.9600,6.5477,-2.1925,2.1780,1,G,5.4204,3.7393,-3.0300,-2.4912,4.8128,-0.4969,-0.6810,-1,15.4313
166033,522782589,G,11.9497,-0.5190,5.6373,-10.5231,5.6611,-1.3787,1.6626,-1,G,9.3277,0.9730,-8.3223,-4.0973,8.3790,-0.4713,-1.4544,1,15.2170
166895,114663136,G,16.9521,-5.8432,0.3671,-15.9086,5.8547,-1.7250,3.0788,-1,G,6.1769,5.0140,-1.5633,3.2493,5.2521,0.5848,-0.3022,1,19.3021
163589,26603531,G,7.5558,5.7372,3.0141,3.8831,6.4808,0.5681,0.4837,1,G,9.8143,5.9873,6.6866,3.9688,8.9754,0.4289,0.8405,-1,2.9157
160957,137375125,G,11.8237,2.4170,0.5027,-11.5626,2.4687,-2.2484,0.2051,1,G,8.9087,2.8720,5.5321,6.3641,6.2332,0.8961,1.0919,-1,18.3961
160957,6744462,G,10.6740,-8.8552,5.9154,0.7187,10.6493,0.0674,2.5527,1,G,4.3197,-3.6749,1.8771,1.2727,4.1266,0.3037,2.6694,-1,1.7655
167807,1054078454,G,16.6061,-0.7165,16.2597,-3.2956,16.2755,-0.2011,1.6148,1,T,49.9902,0.0062,48.6234,-11.6093,48.6234,-0.2365,1.5707,-1,1.6111
167807,1142952641,G,12.6179,-2.9470,5.0625,-11.1753,5.8578,-1.4016,2.0980,-1,G,18.7531,11.5740,-5.4181,-13.7243,12.7794,-0.9327,-0.4378,1,17.0177
160957,49452231,G,18.7836,0.3286,7.2906,17.3076,7.2980,1.5984,1.5257,1,G,11.3927,-7.1613,8.8407,-0.5830,10.6808,-0.0519,2.2508,-1,17.9999
166895,436150692,G,34.0133,-6.5879,-11.5292,31.3141,13.2787,1.5933,-2.0899,-1,G,20.2181,-5.3540,-7.1469,18.1388,8.9300,1.4575,-2.2138,1,2.0128
166784,48654337,G,8.9970,1.2045,-4.5454,7.6696,4.7023,1.2653,-1.3118,1,G,7.7605,-1.4366,6.3168,-4.2719,6.4781,-0.6191,1.7944,-1,16.3119
166895,93024643,G,4.1922,2.9751,-2.8731,-0.6764,4.1359,-0.1628,-0.7680,1,G,4.2949,-3.5328,2.4131,-0.3627,4.2782,-0.0847,2.5423,-1,8.3922
165617,112705810,G,13.4643,-8.4732,-0.6549,10.4428,8.3215,1.0343,-3.0640,1,G,7.0836,7.0721,-0.2413,-0.3059,7.0762,-0.0432,-0.0341,-1,17.7959
160957,12741927,G,7.4458,4.3041,-6.0391,-0.6574,7.4159,-0.0885,-0.9516,1,G,6.6899,1.6652,-6.0062,-2.4281,6.2328,-0.3803,-1.3003,-1,3.0942
167807,1100454597,G,17.2689,-15.5284,-0.1684,-7.5528,15.5294,-0.4690,-3.1307,-1,G,12.7892,-8.4041,-6.7982,6.8344,10.8094,0.5963,-2.4614,1,16.7833
163340,7032382,G,7.0230,2.2840,5.8326,3.1743,6.2638,0.4873,1.1976,-1,G,8.7853,2.4892,7.0553,4.6040,7.4816,0.5820,1.2316,1,0.7212
173430,179158385,G,19.4245,8.4983,-11.9480,12.7407,14.6621,0.7856,-0.9525,-1,G,26.1673,11.5177,-14.1695,18.7426,18.2601,0.8999,-0.8883,1,2.1574
163589,12743569,G,27.7421,-7.9096,3.7736,26.3213,8.7637,1.8195,2.6964,1,G,19.4109,-5.8992,2.5564,18.3149,6.4293,1.7695,2.7327,-1,0.5113
167807,1077962084,G,8.7630,3.8355,0.7619,-7.8414,3.9104,-1.4460,0.1961,1,G,10.7369,-2.1151,6.5020,8.2777,6.8374,1.0228,1.8853,-1,18.0091
173692,753241882,G,7.7223,0.9641,-7.5589,1.2476,7.5682,0.1630,-1.4442,-1,G,10.0124,-3.1394,8.4105,-4.4323,8.9774,-0.4756,1.9281,1,17.2893
166033,498204002,G,9.7118,8.7301,3.9655,-1.5392,9.5885,-0.1598,0.4264,-1,G,20.5983,-11.4340,-6.0377,16.0340,12.4179,1.0413,-2.6551,1,26.4007
166033,491347963,G,10.0243,2.5598,3.6212,8.9895,4.4346,1.4557,0.9555,1,G,7.9066,-3.6468,-4.6185,-5.2795,5.8847,-0.8068,-2.2392,-1,17.4808
163589,4373599,G,5.5703,2.9145,4.6905,0.7223,5.5223,0.1304,1.0148,1,G,11.9926,8.7053,8.1231,1.4297,11.9066,0.1198,0.7508,-1,2.1483
160957,113384231,G,17.1571,-3.3767,5.1174,16.0239,6.1311,1.6886,2.1541,1,G,12.7191,-2.6243,6.2395,10.7679,6.7689,1.2441,1.9689,-1,3.1305
166895,102022905,G,15.7022,-2.6787,-3.3509,15.1044,4.2900,1.9714,-2.2452,1,G,9.9108,-1.3349,-4.5787,8.6872,4.7694,1.3608,-1.8545,-1,3.3165
166784,8580032,G,38.0251,18.9525,1.9940,32.9048,19.0571,1.3142,0.1048,1,T,30.6218,12.2897,1.3596,28.0142,12.3647,1.5565,0.1102,-1,3.7347
160957,154047528,G,8.8481,0.1847,-5.1743,7.1742,5.1776,1.1296,-1.5351,-1,G,10.8408,1.9720,7.9592,7.0904,8.1998,0.7824,1.3279,1,13.1059
165617,110250890,G,7.7351,2.9556,-3.8813,-6.0018,4.8785,-1.0352,-0.9200,1,G,10.0994,-4.4584,8.1212,4.0194,9.2645,0.4213,2.0729,-1,17.1437
165617,140489574,G,8.0067,4.3972,5.8524,-3.2419,7.3203,-0.4295,0.9264,-1,G,7.8396,-2.5950,-5.3621,-5.0952,5.9570,-0.7753,-2.0215,1,13.3457
163589,4135802,G,6.2835,-0.9887,-6.1396,-0.8934,6.2187,-0.1432,-1.7305,-1,G,7.1454,-7.1189,0.4373,0.4188,7.0502,0.0588,3.0804,1,9.0476
173692,592376833,G,43.6569,-24.5893,12.6188,33.7942,27.6381,1.0305,2.6675,1,G,57.6990,27.4291,-20.6043,46.3926,34.3058,1.1100,-0.6443,-1,61.4106
163589,37285916,G,5.2043,1.5767,-4.3775,2.3291,4.6528,0.4817,-1.2251,-1,G,4.8530,-1.8609,4.4342,-0.6452,4.8088,-0.1338,1.9681,1,9.9112
163589,39225071,G,23.2017,4.4047,-1.5898,-22.7240,4.6828,-2.2831,-0.3464,1,G,6.2623,-5.1674,1.2746,-3.2982,5.3223,-0.5856,2.8998,-1,13.7947
