Run,Event,type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
172952,562819410,G,14.9884,-13.0630,-7.1138,-1.8423,14.8744,-0.1235,-2.6429,-1,G,8.8845,7.2221,3.5928,3.7225,8.0664,0.4465,0.4616,1,22.8006
166784,34067131,G,7.5293,0.1929,7.2639,1.9694,7.2664,0.2678,1.5442,-1,G,14.0086,-1.7517,-8.9861,10.6024,9.1553,0.9889,-1.7633,1,17.3331
165617,104939304,G,7.1036,-0.1894,-4.0496,5.8322,4.0541,1.1602,-1.6175,1,G,17.6647,0.3461,4.0898,17.1809,4.1044,2.1389,1.4864,-1,9.1563
165548,574077362,G,5.9343,2.7076,2.9944,4.3482,4.0371,0.9348,0.8357,-1,G,6.7124,-2.8341,-5.4659,2.6715,6.1570,0.4213,-2.0491,1,10.2244
160957,138834725,G,10.6345,8.3232,6.3686,1.8020,10.4585,0.1710,0.6531,1,G,10.4952,7.4023,6.9142,2.7453,10.1292,0.2678,0.7513,-1,1.4356
160957,92729243,G,26.5262,-0.4914,6.3120,25.7594,6.3311,2.1112,1.6485,-1,G,11.1287,2.4385,-7.0655,8.2444,7.4745,0.9524,-1.2385,1,16.0400
163589,40474464,G,6.9642,0.8299,-6.7810,1.3483,6.8316,0.1961,-1.4490,1,G,7.5181,0.4079,-7.1288,2.3504,7.1404,0.3235,-1.5136,-1,1.0203
166784,125471314,G,13.4260,-1.1290,-8.6753,-10.1838,8.7484,-0.9928,-1.7002,-1,G,7.5858,2.6025,6.7913,2.1536,7.2729,0.2919,1.2048,1,19.2688
166895,144872292,G,34.7923,5.7328,20.4543,27.5545,21.2425,1.0767,1.2975,-1,G,12.1161,2.4165,8.4257,8.3641,8.7654,0.8486,1.2915,1,3.1294
166784,23061715,G,75.6277,2.4170,14.5874,74.1681,14.7863,2.3156,1.4066,-1,G,54.5687,5.1569,-16.5236,51.7505,17.3096,1.8152,-1.2683,1,32.1639
166895,87970214,G,18.2918,1.7108,4.1194,-17.7393,4.4605,-2.0891,1.1772,1,G,8.7218,-2.0327,-3.8816,-7.5406,4.3817,-1.3114,-2.0532,-1,9.5134
166895,157795010,G,24.2378,8.9271,2.4507,22.4000,9.2574,1.6170,0.2679,-1,G,47.7767,15.6478,2.9789,45.0431,15.9288,1.7625,0.1881,1,2.0292
173692,539458844,G,8.5499,3.0870,2.6756,-7.5101,4.0851,-1.3689,0.7141,-1,T,6.3813,2.7914,-0.4049,-5.7232,2.8206,-1.4566,-0.1440,1,2.8481
166701,691271605,G,16.3623,2.8486,-4.0589,-15.5924,4.9588,-1.8632,-0.9589,-1,G,13.6741,-3.8958,6.5039,-11.3794,7.5814,-1.1953,2.1105,1,12.9471
163340,5082460,G,33.8313,15.5891,4.8866,29.6251,16.3371,1.3569,0.3038,1,G,19.1001,7.3621,4.7261,16.9784,8.7485,1.4168,0.5707,-1,3.2689
160957,80503259,G,9.7194,0.3341,6.0994,-7.5591,6.1085,-1.0397,1.5161,-1,G,15.3035,2.0220,-8.4606,12.5903,8.6989,1.1652,-1.3362,1,24.2839
165617,114302182,G,16.3651,-0.5700,-9.7047,13.1643,9.7214,1.1111,-1.6295,-1,G,5.8445,0.5930,4.8423,-3.2167,4.8785,-0.6191,1.4489,1,19.2528
165617,111074737,G,12.3663,0.7327,2.2761,-12.1325,2.3911,-2.3268,1.2594,-1,T,6.6558,-0.6498,1.0406,-6.5409,1.2268,-2.3755,2.1290,1,1.4622
166784,12333045,G,7.1308,-2.1634,-4.1044,-5.4140,4.6396,-0.9946,-2.0559,1,G,5.8339,1.3740,4.5591,-3.3689,4.7617,-0.6588,1.2781,-1,9.4929
163589,44296405,G,16.5297,-1.8586,-2.6227,16.2138,3.2144,2.3210,-2.1873,-1,G,6.1214,-4.4080,4.0046,1.4117,5.9554,0.2349,2.4041,1,12.6977
163589,47726109,G,7.8765,-1.1944,6.0644,4.8811,6.1809,0.7246,1.7653,1,G,8.2948,1.7239,6.4784,-4.8837,6.7039,-0.6758,1.3107,-1,10.1935
167807,1143079174,G,17.7393,7.7750,0.0992,-15.9441,7.7756,-1.4660,0.0128,-1,G,13.6307,-5.1549,-0.8945,-12.5862,5.2320,-1.6116,-2.9698,1,12.7518
165548,248010319,G,10.6880,4.9405,-3.7085,8.7212,6.1775,1.1448,-0.6439,-1,G,4.8918,-2.6681,3.1894,-2.5745,4.1582,-0.5852,2.2674,1,14.1249
165617,108930934,G,4.8461,3.8261,2.0850,-2.1183,4.3573,-0.4688,0.4990,-1,G,5.3614,-4.8797,-1.5611,-1.5764,5.1233,-0.3030,-2.8320,1,9.4423
173692,570637086,G,10.6329,-4.7219,6.7111,-6.7611,8.2058,-0.7513,2.1839,1,G,18.6469,-1.4283,16.5514,8.4680,16.6129,0.4899,1.6569,-1,16.5959
163589,26268457,G,5.4288,-4.7848,1.9222,1.6945,5.1565,0.3230,2.7596,-1,G,5.8757,4.7338,-1.1040,3.2994,4.8608,0.6352,-0.2291,1,10.1085
166895,123653966,G,8.8761,-4.6659,0.1585,7.5484,4.6686,1.2579,3.1076,-1,G,7.5136,4.7841,0.4838,5.7724,4.8085,1.0163,0.1008,1,9.5263
172952,1142529784,G,56.4488,-20.3754,7.8481,-52.0549,21.8346,-1.6033,2.7739,-1,G,39.0664,-10.7042,6.8969,-36.9327,12.7337,-1.7865,2.5692,1,4.5839
166895,337599783,G,33.2551,21.0079,15.3259,20.7287,26.0041,0.7304,0.6303,1,G,9.8830,6.3149,4.9023,5.8096,7.8661,0.6745,0.6598,-1,0.9491
173692,538048973,G,18.1569,-10.8670,-3.9407,-14.0015,11.5594,-1.0232,-2.7937,-1,G,16.9102,8.6230,5.1626,13.5991,10.0503,1.1104,0.5395,1,34.9716
160957,77106207,G,15.1517,-0.8134,7.7596,-12.9881,7.8022,-1.2828,1.6752,-1,G,17.1042,-3.3473,7.2929,-15.1046,8.0244,-1.3898,2.0011,1,2.7113
163589,38349776,G,7.3013,-0.5276,6.6341,-3.0014,6.6551,-0.4370,1.6502,-1,G,7.0370,-6.7735,0.4431,1.8523,6.7880,0.2696,3.0763,1,10.0436
173430,186931942,G,15.3771,13.0487,7.8297,2.2076,15.2175,0.1446,0.5404,-1,G,11.7970,-8.2527,-1.8857,8.2156,8.4654,0.8604,-2.9169,1,23.9052
163340,4374764,G,27.7209,-2.3839,-8.1123,-26.3997,8.4553,-1.8564,-1.8566,1,G,7.8359,0.0223,-3.7327,-6.8889,3.7327,-1.3723,-1.5648,-1,3.2054
160957,143883978,G,4.2122,1.3445,-3.6244,-1.6694,3.8658,-0.4194,-1.2156,1,G,4.2718,1.0335,3.8534,1.5233,3.9896,0.3731,1.3088,-1,8.1394
165617,82380325,G,30.9810,5.6708,-10.3694,-28.6379,11.5541,-1.6182,-1.0708,-1,G,22.2280,3.1263,-8.0304,-20.4893,8.6175,-1.6008,-1.1995,1,1.3321
165548,596655490,G,16.6066,7.3502,-0.3029,14.8880,7.3564,1.4542,-0.0412,-1,G,5.1395,-4.8684,0.7547,-1.4603,4.9266,-0.2922,2.9878,1,16.9183
163589,1772353,G,14.9388,-1.0569,7.0643,-13.1200,7.1429,-1.3682,1.7193,-1,G,23.5415,4.1852,8.8406,-21.4131,9.7812,-1.5252,1.1286,1,5.0445
166895,113432070,G,6.9942,0.7645,-4.8588,-4.9715,4.9185,-0.8890,-1.4147,1,G,4.1046,-1.7192,3.6732,-0.6235,4.0556,-0.1531,2.0086,-1,9.4637
160957,82055860,G,9.3643,-4.4709,-5.4615,6.1533,7.0581,0.7878,-2.2568,1,G,11.0373,4.2803,8.5200,5.5588,9.5347,0.5542,1.1053,-1,16.4214
166033,485487830,G,39.0402,-3.9180,-6.4093,38.3105,7.5120,2.3318,-2.1195,1,G,12.9572,4.6214,-8.8753,8.2310,9.7374,0.7499,-1.0912,-1,17.4212
160957,143465316,G,16.3309,-5.9168,7.9263,12.9944,9.8911,1.0868,2.2120,-1,G,13.1129,-9.1812,3.3618,8.7374,9.7773,0.8041,2.7906,1,6.2691
166784,82335093,G,5.0299,-4.6637,0.0495,-1.8804,4.6640,-0.3930,3.1310,-1,G,4.8829,4.7882,-0.4291,-0.8484,4.8074,-0.1756,-0.0894,1,9.5214
163589,37742563,G,10.0734,8.4760,4.3539,-3.2655,9.4526,-0.3363,0.4744,-1,G,10.9285,9.7301,4.4606,-2.2017,10.6987,-0.2042,0.4299,1,1.4245
166033,478874058,G,38.5445,-0.6576,-8.9336,-37.4890,8.9578,-2.1387,-1.6443,-1,G,20.9304,-1.0215,11.4316,-17.5027,11.4771,-1.2086,1.6599,1,22.4525
166784,22619401,G,46.9020,44.9324,-12.4425,5.1036,46.6234,0.1092,-0.2701,1,G,16.8978,16.0703,-4.8444,1.9503,16.5009,0.1159,-0.2930,-1,0.7024
166784,11888871,G,16.2028,-5.2773,14.2893,5.5213,15.2327,0.3550,1.9246,1,G,9.2491,-3.1801,8.0006,3.3782,8.6095,0.3830,1.9491,-1,0.4796
160957,24019064,G,14.4656,0.8721,-10.0509,-10.3663,10.0887,-0.9007,-1.4842,-1,G,10.2702,-4.9823,-5.4945,7.1031,7.4171,0.8511,-2.3074,1,18.5111
166784,17189352,G,8.1480,6.1406,-0.0867,5.3540,6.1412,0.7878,-0.0141,-1,G,4.9691,-4.9038,-0.5737,-0.5513,4.9372,-0.1114,-3.0251,1,12.1255
166033,520192923,G,10.4782,-4.0877,-4.0354,-8.7629,5.7440,-1.2089,-2.3626,-1,G,7.0570,3.5048,4.9300,-3.6334,6.0489,-0.5694,0.9528,1,12.3563
166033,489057984,G,9.5627,1.3713,-3.8292,8.6539,4.0674,1.4993,-1.2269,-1,G,7.1131,-0.7397,5.7945,-4.0573,5.7629,-0.6482,1.6982,1,15.8962
165548,249323606,G,24.8999,2.4909,-6.7950,-23.8247,7.2372,-1.9069,-1.2194,-1,G,20.0326,-5.0076,-9.3779,-16.9786,10.6311,-1.2474,-2.0612,1,9.2802
160957,122199672,G,8.7349,-6.1554,-4.5042,4.2555,7.6274,0.5324,-2.5099,1,G,13.0509,-9.8790,-5.5074,6.5107,11.3105,0.5478,-2.6330,-1,1.1720
165617,130261063,G,9.1136,1.7180,1.7020,-8.7863,2.4183,-2.0017,0.7807,-1,T,4.3087,-0.3727,0.7450,-4.2261,0.8330,-2.3267,2.0346,1,1.7434
166895,137397157,G,4.5853,-1.6863,-4.2598,-0.1586,4.5814,-0.0346,-1.9477,-1,G,5.7454,2.1368,3.5815,-3.9503,4.1705,-0.8435,1.0329,1,9.4434
173430,214594190,G,11.0806,9.0901,3.7605,5.0986,9.8373,0.4975,0.3923,-1,G,19.9586,16.9279,4.9840,9.3240,17.6464,0.5065,0.2863,1,1.4171
173692,519340041,G,17.6845,-8.1270,0.6902,-15.6910,8.1562,-1.4090,3.0569,1,G,10.1244,5.6282,-2.0721,-8.1561,5.9976,-1.1144,-0.3528,-1,14.0179
166784,49332994,G,9.3156,-1.8431,3.5175,-8.4262,3.9711,-1.4969,2.0534,-1,G,5.8076,3.3608,-4.6562,-0.8614,5.7424,-0.1494,-0.9456,1,11.7836
160957,21709497,G,36.7871,-5.3188,9.0592,-35.2551,10.5052,-1.9254,2.1017,-1,T,6.2571,-1.2180,0.2822,-6.1300,1.2503,-2.2932,2.9139,1,3.1759
166701,682894785,G,4.8764,-4.7552,-0.1321,1.0671,4.7570,0.2225,-3.1138,-1,G,6.5821,4.5693,0.2298,4.7309,4.5750,0.9053,0.0502,1,9.8810
173692,552694297,G,8.5563,5.2672,-6.2469,-2.5362,8.1711,-0.3056,-0.8703,1,G,11.3841,5.7839,-7.3110,-6.5332,9.3222,-0.6533,-0.9015,-1,3.0698
160957,170605773,G,8.0604,-1.6396,6.1103,4.9935,6.3265,0.7243,1.8330,1,G,13.9181,-7.7023,6.9833,-9.2526,10.3968,-0.8014,2.4051,-1,14.3597
166895,429298617,G,17.2269,2.3929,7.2853,15.4258,7.6682,1.4488,1.2534,-1,G,12.5394,1.9131,5.6593,11.0245,5.9739,1.3723,1.2448,1,0.5637
166895,172377304,G,5.9639,-5.0260,-1.9684,-2.5341,5.3977,-0.4537,-2.7683,-1,G,6.0041,4.8913,3.0943,1.5930,5.7879,0.2719,0.5641,1,11.8769
166033,523818171,G,40.7459,2.4074,21.4203,34.5774,21.5551,1.2512,1.4589,1,G,41.8987,1.3122,-24.0219,34.3033,24.0577,1.1529,-1.5162,-1,45.4420
173692,603126695,G,42.8553,-23.1272,25.6707,25.3518,34.5521,0.6801,2.3041,-1,G,39.0886,-17.7629,25.4715,23.7400,31.0535,0.7047,2.1797,1,4.1557
163589,22512001,G,6.4070,0.2201,-5.7454,-2.8252,5.7496,-0.4735,-1.5325,1,G,6.2956,-0.6951,5.4913,-2.9976,5.5352,-0.5181,1.6967,-1,11.2767
166895,114834343,G,7.7496,0.5206,7.1456,-2.9521,7.1645,-0.4012,1.4981,1,G,8.5622,2.0147,8.3029,-0.5506,8.5438,-0.0644,1.3327,-1,2.9535
165617,162544685,G,45.2616,5.3710,6.7498,-44.4319,8.6260,-2.3416,0.8987,1,G,20.2160,2.2829,9.2752,-17.8168,9.5520,-1.3817,1.3295,-1,9.8511
165617,133329246,G,23.2918,-4.1527,-2.8462,-22.7410,5.0344,-2.2130,-2.5408,1,G,6.2921,4.6553,2.0936,-3.6776,5.1044,-0.6694,0.4226,-1,13.2835
166895,69683519,G,12.9832,6.7769,-2.7737,10.7206,7.3225,1.1747,-0.3885,-1,G,5.5969,-4.3807,3.2043,-1.3622,5.4276,-0.2484,2.5101,1,15.8654
163589,44882297,G,25.6670,-10.7472,2.8603,23.1323,10.7483,1.4792,2.8819,1,G,14.5150,-10.2693,-7.8868,-6.5586,12.9483,-0.4870,-2.4867,-1,29.5458
160957,164611593,G,9.3781,1.0631,-2.2775,9.0345,2.5134,1.9914,-1.1341,-1,T,3.8722,1.3753,0.1649,3.6144,1.3852,1.6871,0.1193,1,2.2735
166701,683728148,G,8.1136,1.0151,-6.8542,4.2200,6.9290,0.5766,-1.4238,-1,G,5.0287,-1.4393,4.7771,0.6194,4.9893,0.1238,1.8634,1,12.0335
163589,48091684,G,7.3573,6.2284,1.6238,3.5621,6.4366,0.5285,0.2550,-1,G,7.4228,6.7357,1.5281,2.7170,6.9069,0.3839,0.2231,1,1.0105
166784,20578219,G,9.4324,0.0423,-2.1351,9.1868,2.1355,2.1654,-1.5510,1,G,6.3637,1.5021,0.5335,6.1599,1.5940,2.0613,0.3413,-1,3.0071
160957,24340973,G,19.9248,7.1384,-1.4994,-18.5413,7.2247,-1.6629,-0.2072,-1,G,17.5590,-8.9223,4.3309,-14.4893,9.9179,-1.1729,2.6897,1,17.4013
160957,143231328,G,8.0646,1.3102,1.4347,-7.8263,1.9430,-2.1015,0.8307,-1,G,4.3812,-1.4013,4.1138,-0.5452,4.3459,-0.1251,1.8991,1,7.3500
173430,201152992,G,24.2356,7.3108,-9.7371,20.9546,12.1762,1.3114,-0.9268,-1,G,26.3959,-10.9710,-12.3127,20.6098,16.4913,1.0474,-2.2986,1,18.3400
166895,437475653,G,15.4704,-3.9533,-1.3134,-14.8986,4.1658,-1.9865,-2.8208,1,G,5.8269,5.2559,1.1507,-2.2346,5.3804,-0.4042,0.2155,-1,12.5820
160957,1173872,G,12.8733,12.4264,-1.2235,3.1302,12.2061,0.2480,-0.0985,-1,G,5.6810,-4.8433,-0.0464,2.9670,4.8435,0.5796,-3.1320,1,15.7470
163589,4075434,G,9.0201,-5.3768,1.5283,-7.0786,5.5897,-1.0578,2.8647,-1,G,5.6575,3.8702,-1.6240,3.7922,4.1971,0.8115,-0.3973,1,14.2251
160957,9316904,G,11.3569,-1.8149,-8.4756,-7.3374,8.6677,-0.7686,-1.7817,1,G,7.4855,-0.9803,-5.3895,-5.1003,5.4780,-0.8318,-1.7507,-1,0.5310
166033,514751623,G,19.4509,7.3091,-2.4149,17.8626,7.6977,1.5784,-0.3191,-1,T,7.9204,2.7083,0.9613,7.3798,2.8738,1.6722,0.3411,1,3.0896
163589,34140232,G,32.3363,-1.3084,6.1036,-31.7279,6.2423,-2.3285,1.7820,1,G,6.6891,1.0400,-5.0503,-4.2598,5.1563,-0.7529,-1.3677,-1,15.0562
166895,80286775,G,10.7705,-6.8515,0.4072,8.2996,6.8636,1.0219,3.0822,-1,G,8.6090,-5.7929,0.0574,6.3673,5.7932,0.9497,3.1317,1,0.5911
160957,126235485,G,14.0193,-2.4462,-1.8181,13.6836,3.0479,2.2071,-2.5024,-1,G,8.1496,2.4027,-6.7761,-3.8361,7.1895,-0.5110,-1.2300,1,17.9060
166895,338728192,G,11.5475,-1.0600,-5.9197,9.8573,6.0139,1.2695,-1.7480,-1,G,6.2653,0.1285,6.1959,0.9155,6.1972,0.1472,1.5501,1,14.1527
166895,95552932,G,6.0046,-1.7280,-5.3323,2.1506,5.6053,0.3748,-1.8842,1,G,4.9057,0.7614,4.7075,1.1467,4.7687,0.2382,1.4104,-1,10.3363
172952,1034943117,G,16.2202,0.7421,9.3916,13.2035,9.1435,1.1388,1.4925,1,G,25.6388,16.7882,-13.2374,14.1516,21.3792,0.6212,-0.6677,-1,26.1109
165617,164183065,G,48.4154,8.6157,4.1665,47.4600,9.5703,2.3044,0.4504,-1,G,15.7913,-15.0539,-4.7608,0.2670,15.7887,0.0169,-2.8353,1,42.4599
165548,773452388,G,16.1778,-8.6438,7.9724,11.1101,11.7591,0.8418,2.3966,-1,G,8.6807,7.1598,-4.6411,-1.5938,8.5324,-0.1857,-0.5751,1,22.6734
166895,436555228,G,5.6277,4.5462,0.9016,-3.1905,4.6347,-0.6431,0.1958,-1,G,8.7238,-4.9642,5.8155,-4.1989,7.6461,-0.5247,2.2774,1,10.2991
163589,8757180,G,7.3799,5.0340,-4.7802,-2.5021,6.9420,-0.3531,-0.7595,1,G,9.0158,7.2042,-3.2309,-4.3514,7.8955,-0.5265,-0.4216,-1,2.8104
173692,516678739,G,68.1065,-15.2358,1.9850,66.3507,15.3645,2.1692,3.0120,1,G,15.7252,-6.3853,-5.3997,13.3170,8.3623,1.2450,-2.4396,-1,14.2015
166895,137060544,G,25.4059,11.5700,11.1556,-19.6757,16.0721,-1.0314,0.7672,-1,G,18.7502,-3.8042,-10.2610,-15.2249,10.9435,-1.1329,-1.9258,1,25.8958
160957,92695424,G,8.1631,3.2839,2.0005,-7.1999,3.8452,-1.3851,0.5471,-1,G,10.1582,2.5009,-1.8036,9.6783,3.0834,1.8615,-0.6248,1,17.2054
163589,4281339,G,7.7614,1.1559,-7.4615,-1.7941,7.5505,-0.2354,-1.4171,-1,G,9.7212,1.8540,9.4930,-0.9674,9.6723,-0.0999,1.3779,1,16.8769
173430,222564137,G,9.4499,2.7348,6.0123,-6.7574,6.6051,-0.8976,1.1439,1,G,10.2281,-2.9951,-7.0818,-6.7439,7.6891,-0.7917,-1.9709,-1,14.2732
160957,23111152,G,22.7747,-22.0370,4.4303,-3.6633,22.4779,-0.1623,2.9432,-1,G,16.1677,14.1894,4.9752,-5.9406,15.0364,-0.3855,0.3372,1,35.6964
160957,130636633,G,7.8929,-3.2539,-7.1770,0.4360,7.8802,0.0553,-1.9965,1,G,18.2619,4.5470,13.6256,11.2764,14.3642,0.7209,1.2487,-1,22.4419
172952,563653147,G,28.5045,-13.2666,8.6242,-23.7090,15.8234,-1.1939,2.5652,1,G,10.2833,7.5376,-5.8445,-3.8422,9.5380,-0.3927,-0.6595,-1,26.5495
166895,101489104,G,6.2725,3.9125,1.8048,-4.5572,4.3087,-0.9216,0.4322,-1,G,5.9916,-5.4410,-2.2870,-1.0264,5.9021,-0.1730,-2.7437,1,10.8010
173692,561933976,G,101.7140,16.8068,-45.4307,89.4386,48.4399,1.3727,-1.2165,1,G,6.6348,-3.7321,5.3281,1.3009,6.4599,0.1987,2.1816,-1,41.5522
163589,43935787,G,10.6284,-8.2926,-4.7133,4.6871,9.5385,0.4735,-2.6248,1,G,6.7641,-4.8785,-3.6856,2.8911,6.1142,0.4568,-2.4946,-1,1.0246
166895,97627353,G,8.0677,0.3342,6.6950,-4.4880,6.7033,-0.6275,1.5209,-1,G,7.7550,-1.4913,-5.3907,-5.3707,5.5932,-0.8530,-1.8407,1,12.2525
166033,456883585,G,15.9239,-14.7070,-0.1239,-6.1033,14.7075,-0.4039,-3.1332,-1,G,17.7858,3.6822,13.3750,-11.1299,13.8726,-0.7345,1.3021,1,23.2858
165617,150129031,G,71.2024,21.4602,14.6174,-66.2990,25.9655,-1.6669,0.5980,1,G,33.7460,4.8461,11.0196,-31.5256,12.0382,-1.6905,1.1565,-1,9.7584
163589,45874413,G,11.1735,2.2149,7.3233,8.1424,7.6509,0.9261,1.2771,1,G,17.3015,0.8037,9.3038,14.5645,9.3384,1.2274,1.4846,-1,3.1062
165617,114081720,G,33.8155,-3.0023,-12.2362,-31.3805,12.5992,-1.6438,-1.8114,1,G,17.9101,-13.2680,-3.9983,-11.3460,13.8574,-0.7473,-2.8489,-1,17.9358
166033,446787095,G,5.5781,-3.9412,3.2119,2.2924,5.0842,0.4368,2.4578,-1,G,6.2214,-3.3002,5.1438,1.1597,6.1115,0.1886,2.1412,1,2.2487
160957,55626231,G,11.8968,-6.0553,-5.5644,-8.5962,8.2237,-0.9130,-2.3984,-1,G,5.7490,3.4571,2.7639,-3.6672,4.4262,-0.7548,0.6744,1,12.0992
160957,127227208,G,18.1212,-4.1581,-1.5050,-17.5730,4.4220,-2.0884,-2.7943,-1,G,6.5981,4.4068,0.3706,-4.8956,4.4223,-0.9551,0.0839,1,10.2399
165617,157136131,G,19.5240,3.7988,-7.2078,17.7424,8.1476,1.5204,-1.0857,-1,G,15.3848,-4.8074,11.3115,9.2530,12.2907,0.6954,1.9727,1,21.7259
163589,34571364,G,28.8922,-1.4003,-8.8745,27.4596,8.9843,1.8361,-1.7273,1,G,7.4309,-0.8638,6.0610,4.2100,6.1223,0.6425,1.7124,-1,17.4171
173692,582475217,G,28.3402,-0.2107,-7.1939,-27.4109,7.1969,-2.0472,-1.6001,-1,G,25.3221,2.2476,7.2919,24.1449,7.6304,1.8692,1.2718,1,53.5240
166895,125240177,G,5.6399,4.2938,-3.3795,-1.3926,5.4642,-0.2522,-0.6668,-1,G,3.8804,-2.1635,2.7656,-1.6483,3.5113,-0.4537,2.2347,1,8.7449
166033,444260309,G,9.7541,-1.0320,1.4365,-9.5919,1.7688,-2.3921,2.1938,-1,G,5.4741,4.4919,-1.7530,2.5892,4.8218,0.5140,-0.3721,1,13.0687
163589,36324562,G,24.2260,8.1464,-3.5680,22.5343,8.8935,1.6597,-0.4128,1,G,26.7519,11.9300,-4.4813,23.5212,12.7440,1.3724,-0.3593,-1,3.1287
166895,58116276,G,10.2639,2.0651,-3.8587,-9.2835,4.3765,-1.4966,-1.0794,-1,G,4.7071,-2.1611,3.2143,-2.6726,3.8796,-0.6445,2.1628,1,8.9865
167807,1123787216,G,12.8633,7.5668,3.0530,-9.9436,8.1595,-1.0279,0.3835,1,G,21.1318,14.5861,5.3784,-14.3130,15.5461,-0.8242,0.3533,-1,2.3335
160957,47268923,G,8.8426,-8.0867,-2.4687,2.5868,8.4551,0.3014,-2.8453,1,G,6.9246,5.9315,-3.0993,1.7751,6.6924,0.2622,-0.4815,-1,13.9260
172952,572354244,G,12.2255,-7.8783,2.2693,9.0683,8.0617,0.9543,2.8614,1,G,13.0164,7.3882,-2.9475,10.3026,7.9545,1.0755,-0.3796,-1,16.1624
173430,212695529,G,17.9481,-0.8208,12.2056,-13.1329,12.2332,-0.9324,1.6380,1,G,14.0316,3.0677,-12.1580,6.2965,12.5390,0.4831,-1.3236,-1,31.1595
166784,67358493,G,26.8056,20.2951,3.1696,-17.2218,20.5412,-0.7624,0.1549,1,G,14.5892,-8.4868,9.5509,-7.0417,12.7768,-0.5265,2.2973,-1,28.6977
160957,122574282,G,7.5233,-0.4299,-1.8502,7.2788,1.8985,2.0531,-1.7991,1,G,5.7647,-0.2013,-2.8853,4.9854,2.8923,1.3128,-1.6405,-1,1.8262
166784,125111984,G,7.4494,6.7317,-2.1176,2.3838,7.0569,0.3317,-0.3048,-1,G,6.8887,-4.3908,2.7908,-4.5140,5.2027,-0.7846,2.5754,1,13.9682
160957,95708629,G,18.8342,3.9449,10.9388,14.8154,11.6284,1.0625,1.2247,1,G,4.6072,-4.4813,0.9961,0.3754,4.5907,0.0817,2.9229,-1,13.2668
165548,576821502,G,6.6020,3.0328,-3.2593,-4.8738,4.4520,-0.9468,-0.8214,1,G,14.4021,-8.8121,9.4842,-6.3091,12.9462,-0.4699,2.3195,-1,15.6193
173692,570187704,G,27.6236,-1.5811,11.9451,-24.8569,12.0493,-1.4714,1.7024,1,G,46.8063,-2.0989,20.0002,-42.2658,20.1101,-1.4882,1.6754,-1,0.5415
173692,526332569,G,31.6887,-19.0673,1.5401,-25.2631,19.1294,-1.0910,3.0610,1,G,17.4076,16.1176,0.2047,-6.5723,16.1189,-0.3972,0.0127,-1,37.2183
160957,119013209,G,4.9504,0.1171,-4.8189,1.1226,4.8203,0.2308,-1.5465,1,G,6.5946,-4.1935,4.1546,-2.9381,5.9031,-0.4792,2.3609,-1,10.6271
165548,579375209,G,16.1063,1.8000,-7.4302,14.1758,7.6451,1.3765,-1.3331,1,G,15.6783,1.0249,-6.6774,14.1478,6.7556,1.4850,-1.4185,-1,1.0147
173692,748374980,G,25.3108,-12.4513,-2.2708,21.9188,12.6567,1.3168,-2.9612,-1,G,13.6737,9.9999,8.6750,3.4211,13.2384,0.2556,0.7146,1,28.8211
163233,1693491,G,17.8468,-4.9471,-1.7747,17.0550,5.2558,1.8932,-2.7972,-1,G,16.8535,-5.2498,-1.6637,15.9279,5.5071,1.7838,-2.8347,1,0.6574
173692,617111702,G,10.6831,-3.9769,8.5598,5.0032,9.4385,0.5080,2.0057,1,G,15.7115,-5.2614,12.4573,7.9983,13.5228,0.5615,1.9704,-1,0.7559
160957,53138454,G,23.3100,7.3613,-0.2513,-22.1155,7.3656,-1.8193,-0.0341,1,G,8.5965,-6.3336,1.5843,-5.5914,6.5288,-0.7761,2.8965,-1,15.7329
166033,524754861,G,17.8356,3.7358,2.9058,-17.1959,4.7329,-2.0017,0.6611,1,G,11.7880,-4.2017,-2.5099,-10.7234,4.8942,-1.5259,-2.6031,-1,9.8842
163589,43868146,G,8.4943,1.9943,7.2361,3.9752,7.5059,0.5075,1.3019,1,G,8.1133,-0.7883,6.3221,5.0223,6.3711,0.7235,1.6948,-1,3.0942
166784,65345131,G,15.8902,-6.6374,-2.3055,-14.2519,7.0264,-1.4562,-2.8073,-1,G,8.3385,3.0770,6.0729,4.8136,6.8079,0.6584,1.1018,1,21.7043
167807,1149912944,G,35.2533,-15.2259,-8.3522,-30.6790,17.3662,-1.3341,-2.6399,1,G,53.5231,25.2378,-10.4354,46.0312,27.3101,1.2934,-0.3921,-1,84.8078
167807,1108243899,G,10.3538,-7.9135,3.2136,5.8514,8.5411,0.6404,2.7558,-1,G,6.8522,6.6126,-0.8392,-1.5845,6.6657,-0.2355,-0.1262,1,16.4472
166784,9558931,G,46.1260,12.9796,-4.9397,-43.9855,13.8878,-1.8700,-0.3637,1,G,35.1721,4.4788,-9.8890,-33.4547,10.8560,-1.8440,-1.1455,-1,9.3656
165548,591744851,G,22.4958,2.7700,9.6434,-20.1341,10.0334,-1.4466,1.2911,1,G,16.6115,1.7299,8.9554,-13.8830,9.1210,-1.2070,1.3800,-1,2.4598
165617,134937462,G,9.7751,6.2808,-3.9789,6.3452,7.4351,0.7738,-0.5647,-1,G,7.3145,-4.0817,4.0636,-4.5075,5.7596,-0.7190,2.3584,1,16.8474
